,person,year,PPamount,labinc,wt,famsize,educ,hours,married
0,3874,1990,3031.07304,75107.69,547425,3,16.0,1204,1
1,9744,1988,3031.07304,61767.46,79045,2,16.0,2600,1
2,11880,2002,3031.07304,42435.02,596344,2,12.0,1870,1
3,120,1998,3031.07304,197957.8,573049,1,16.0,3640,0
4,8621,2002,3031.07304,24248.58,229214,3,12.0,2496,1
5,6745,2002,3031.07304,66683.61,153188,3,12.0,3224,0
6,2438,1994,3031.07304,54436.24,550633,5,17.0,3205,1
7,3095,1996,3031.07304,30586.08,669991,4,12.0,3430,0
8,8224,1988,3031.07304,64533.16,124715,1,12.0,2806,0
9,1477,1986,3031.07304,23856.91,843990,4,15.0,1540,1
10,4552,2008,16209.761880000002,112455.2,1259740,3,15.0,2600,1
11,8976,2004,16209.761880000002,112455.2,159195,4,12.0,2600,1
12,696,1993,16209.761880000002,28679.31,560451,3,13.0,2080,1
13,4407,2010,50000.0,312324.0,788433,1,16.0,2600,0
14,5420,2008,20262.20235,124612.5,505595,5,16.0,3120,1
15,1617,1988,20262.20235,27657.07,572767,4,12.0,1728,0
16,10311,1996,20262.20235,31976.36,115145,1,12.0,2340,0
17,4859,2014,20262.20235,38692.91,632723,1,14.0,2080,0
18,3381,2008,20262.20235,126638.8,709921,5,12.0,2600,1
19,160,2002,20262.20235,66683.61,528044,3,14.0,2080,1
20,3421,2012,20262.20235,104480.7,614653,1,13.0,2340,0
21,11980,1992,20262.20235,31085.33,188819,4,12.0,2080,1
22,922,2002,20262.20235,90932.19,613540,6,12.0,2850,1
23,9169,1985,20262.20235,38507.84,87386,2,13.0,2390,1
24,1374,1996,20262.20235,41708.3,556411,3,16.0,1820,1
25,3214,1998,20262.20235,50837.31,630151,2,12.0,2860,0
26,32,1988,20262.20235,42407.51,144194,1,17.0,1440,0
27,6776,1998,20262.20235,197957.8,150607,4,19.0,3640,1
28,5769,1988,20262.20235,9219.023,120461,5,14.0,800,1
29,8242,1988,20262.20235,55314.14,117936,4,12.0,2290,1
30,5727,2002,7274.575295999999,63046.32,87199,1,14.0,3320,0
31,3558,2014,50669.28601,128976.4,702088,2,17.0,3120,1
32,5388,2002,50669.28601,128976.4,559582,5,16.0,780,1
33,3575,2008,1013.110117,62812.83,838808,5,12.0,2080,1
34,1750,2000,1013.110117,43059.98,183106,5,12.0,2080,1
35,4680,1986,1013.110117,27833.06,513835,5,12.0,2311,1
36,2119,1990,1013.110117,10014.36,137450,6,12.0,1255,1
37,1175,2002,24248.58432,133367.2,757940,1,19.0,3120,0
38,6894,2012,9498.249552,97831.97,137100,1,12.0,1480,0
39,9829,1994,9498.249552,44137.49,72017,4,12.0,2756,1
40,960,2014,9498.249552,341155.4,742433,2,15.0,3120,1
41,8045,2000,9498.249552,18997.05,260721,1,10.0,2080,0
42,1142,1991,9498.249552,40038.34,150234,3,16.0,2340,1
43,3777,1994,9498.249552,51493.74,462180,5,12.0,2480,1
44,710,1990,9498.249552,49070.36,685573,1,16.0,2440,0
45,1950,1991,9498.249552,51969.76,563491,2,14.0,2928,0
46,554,2014,36850.38983,341155.4,941496,6,19.0,2600,1
47,4043,2002,36850.38983,286133.3,647638,4,14.0,5200,1
48,2285,2008,36850.38983,61799.72,874829,4,20.0,2132,1
49,285,1987,36850.38983,16314.86,108106,4,10.0,1744,0
50,5540,2000,36850.38983,154509.3,569437,2,14.0,2704,1
51,1143,1989,36850.38983,43987.51,720468,2,16.0,2600,0
52,7720,2012,26595.09875,156721.1,417253,5,18.0,2600,1
53,1003,2002,26595.09875,127305.1,621058,2,16.0,3120,1
54,888,2000,26595.09875,68389.38,952565,4,12.0,2860,1
55,5013,1993,26595.09875,43773.69,92063,5,14.0,3221,1
56,1142,2004,26595.09875,306993.9,204338,4,16.0,2340,1
57,822,1993,26595.09875,90566.26,880466,4,12.0,2820,1
58,2703,1998,26595.09875,86958.55,122814,2,16.0,2080,1
59,39,1996,26595.09875,75074.93,831154,2,12.0,3120,1
60,729,2014,460629.8728,341155.4,873935,3,13.0,3016,1
61,5784,2002,21823.72589,151553.7,149822,5,16.0,2444,1
62,4305,1993,21823.72589,9056.625,555245,2,12.0,1041,1
63,6060,2014,21823.72589,36850.39,306505,4,17.0,1920,1
64,5531,1987,21823.72589,113987.2,697579,3,12.0,2600,1
65,2895,2002,21823.72589,286133.3,996281,1,16.0,2600,0
66,4247,2008,21823.72589,24314.64,561772,3,13.0,2600,1
67,906,2008,21823.72589,121573.2,733202,4,19.0,2600,0
68,5808,1994,21823.72589,41194.99,105167,4,12.0,2735,1
69,1142,2010,21823.72589,41194.99,214316,2,16.0,2600,1
70,6353,1993,21823.72589,34717.06,107827,3,13.0,2750,1
71,218,2010,21823.72589,312324.0,982683,3,16.0,2414,1
72,2643,1989,21823.72589,31671.01,115601,1,12.0,2514,0
73,1603,2000,21823.72589,27862.34,735564,4,17.0,2080,1
74,1515,2008,21823.72589,86114.36,711578,4,12.0,2860,1
75,1963,1994,21823.72589,69148.74,592147,5,12.0,4028,1
76,5513,2008,21823.72589,34445.74,499645,2,16.0,1720,1
77,11858,1988,21823.72589,105325.5,200612,1,12.0,1960,0
78,9,2006,21823.72589,70326.85,858945,4,14.0,2600,1
79,457,1996,21823.72589,54220.79,561753,4,16.0,2600,1
80,3228,1994,21823.72589,44137.49,486326,2,17.0,2185,1
81,1955,2010,400.0,57000.0,561751,2,14.0,2496,1
82,2073,1989,400.0,16662.47,659875,3,12.0,2080,1
83,4705,1990,400.0,123982.8,473661,1,16.0,3604,0
84,9847,2006,400.0,97375.64,93605,1,19.0,2340,0
85,729,1986,400.0,85723.84,656889,3,12.0,2880,1
86,7707,1993,400.0,45283.13,99933,1,15.0,2600,0
87,9344,1996,400.0,19463.87,111617,3,14.0,1920,1
88,2815,1993,400.0,22641.56,557184,4,13.0,1970,1
89,3446,1988,400.0,14750.44,625212,3,12.0,1370,0
90,5051,1993,400.0,54339.75,566471,3,12.0,3933,1
91,4247,2010,400.0,70000.0,574807,3,14.0,2600,1
92,5162,1988,400.0,79283.6,495317,1,12.0,2496,0
93,4564,2002,400.0,55771.74,248954,4,16.0,2600,1
94,9789,2008,400.0,40524.41,115014,3,12.0,1372,1
95,1195,1992,400.0,54399.32,146766,2,16.0,2600,0
96,4042,1998,400.0,116390.7,459128,2,15.0,4160,1
97,7337,1994,400.0,39723.75,93366,1,14.0,2080,0
98,871,2012,400.0,101631.3,1004044,3,12.0,3120,1
99,9710,1987,400.0,39827.46,105320,1,13.0,2204,0
100,3791,1985,400.0,50668.21,580753,5,12.0,2910,1
101,1023,2008,400.0,60786.61,815067,4,16.0,3120,1
102,7420,1988,400.0,46095.12,192478,3,13.0,2150,1
103,5091,1990,400.0,29375.45,627551,2,16.0,2132,1
104,10182,1990,400.0,35050.25,132347,4,12.0,2388,0
105,6130,1994,400.0,79447.49,205911,3,14.0,2160,1
106,3472,2002,400.0,286133.3,610278,4,18.0,2600,1
107,1195,1990,400.0,33381.2,145515,2,16.0,3470,0
108,8908,1994,400.0,30896.25,103989,3,12.0,2608,1
109,37,1988,400.0,35032.29,628703,3,12.0,2080,1
110,934,1984,400.0,23080.6,711051,3,16.0,2695,1
111,2951,2006,135.2439461,21639.03,209930,1,10.0,1750,0
112,892,1990,135.2439461,35050.25,549964,1,12.0,2730,0
113,1631,2010,50000.0,145000.0,595717,1,16.0,2600,0
114,2086,2000,50000.0,31661.75,735564,3,12.0,2340,0
115,2233,1989,50000.0,35190.01,534003,1,16.0,1600,0
116,891,1987,50000.0,63340.06,648390,2,12.0,3310,0
117,3341,2002,50000.0,37585.3,472983,3,18.0,2132,1
118,4508,1984,50000.0,35670.02,164827,1,16.0,2288,0
119,4407,2006,162292.7353,302747.4,830895,1,16.0,2600,0
120,6120,1998,162292.7353,17391.71,122859,3,12.0,2080,0
121,3258,1996,162292.7353,36147.19,948955,2,13.0,2080,1
122,4023,2002,162292.7353,67896.04,767899,4,16.0,1976,1
123,3214,2000,162292.7353,53191.74,643670,2,12.0,2860,0
124,3890,2002,8487.004512000001,115180.8,548817,4,18.0,2600,1
125,772,1993,8487.004512000001,51320.88,978633,1,12.0,3514,0
126,5067,2002,8487.004512000001,112755.9,550125,1,16.0,2080,0
127,5095,2010,8487.004512000001,20000.0,678363,3,20.0,2080,1
128,3015,2012,8487.004512000001,326578.3,818603,4,14.0,2652,1
129,1357,2008,8487.004512000001,40524.41,856685,3,12.0,2600,1
130,4611,1994,8487.004512000001,40524.41,694350,5,16.0,3120,1
131,1501,2008,8487.004512000001,89153.69,839586,6,17.0,2340,1
132,1501,2006,8487.004512000001,64917.09,877349,6,17.0,2335,1
133,468,2002,8487.004512000001,92144.62,769439,5,16.0,2288,1
134,5206,2000,8487.004512000001,79787.61,681466,1,13.0,3255,0
135,1630,1996,8487.004512000001,54915.92,551983,3,15.0,2496,1
136,1182,1987,8487.004512000001,30710.33,698260,1,17.0,2110,0
137,2025,1996,8487.004512000001,192935.6,719480,4,13.0,3380,1
138,565,2014,8487.004512000001,119763.8,1074126,1,13.0,2350,0
139,12018,2002,8487.004512000001,42435.02,752251,3,12.0,2392,0
140,3653,1986,8487.004512000001,56660.16,624697,1,12.0,2546,0
141,960,2004,8487.004512000001,306993.9,678106,4,15.0,3120,1
142,5358,1989,8487.004512000001,56304.01,120481,2,14.0,2720,1
143,883,2008,8487.004512000001,32419.52,711081,3,15.0,2080,0
144,2499,1992,8487.004512000001,32419.52,535098,4,9.0,3040,1
145,3351,1986,8487.004512000001,25844.98,544091,1,15.0,1428,0
146,883,1989,8487.004512000001,35190.01,609851,1,15.0,2664,0
147,5398,2010,40000.0,312324.0,579291,6,16.0,2340,1
148,5626,2012,20896.14902,104480.7,728903,4,12.0,2184,1
149,9418,2002,121242.9216,286133.3,149224,4,17.0,2600,1
150,1368,2004,9235.22535,43867.32,639181,2,16.0,3380,1
151,5859,1986,9235.22535,39761.52,78121,4,16.0,2208,1
152,961,2014,9235.22535,133582.7,644395,1,16.0,2340,0
153,4421,2014,1381.889619,64488.18,762781,3,18.0,1440,1
154,2048,1986,1381.889619,59244.66,730330,1,16.0,2340,0
155,6455,1993,1381.889619,13584.94,154826,5,17.0,1783,1
156,12023,2000,1381.889619,73455.27,630321,2,17.0,2600,1
157,2421,2002,1818.643824,37585.3,767465,3,12.0,3380,1
158,5859,1988,1818.643824,36876.09,77458,5,16.0,2144,1
159,9720,1986,1818.643824,41749.59,96265,3,14.0,3236,1
160,5824,1992,1818.643824,28753.93,226480,4,12.0,2630,1
161,3653,1994,1818.643824,55907.49,676790,2,12.0,2302,0
162,3878,2012,1818.643824,28494.75,769128,1,14.0,780,0
163,1102,1986,1818.643824,85723.84,948151,1,14.0,2180,0
164,3750,1993,1818.643824,31698.19,481190,4,12.0,3814,0
165,888,1998,1818.643824,66891.2,901706,4,12.0,2652,1
166,1496,1998,1818.643824,72242.49,797715,4,16.0,1560,1
167,4332,1992,1818.643824,23935.7,581395,1,16.0,2184,0
168,9424,2012,1818.643824,94982.49,101755,1,13.0,2496,0
169,4603,1996,1818.643824,90367.98,576304,2,12.0,2860,1
170,2964,2014,1818.643824,82913.38,739969,4,16.0,2600,1
171,1795,2002,1818.643824,121242.9,702072,2,20.0,2600,1
172,11876,2000,1818.643824,25329.4,517443,3,12.0,780,1
173,5366,2002,1818.643824,35160.45,672848,4,12.0,2860,1
174,1005,1996,1818.643824,35160.45,745220,3,12.0,2080,0
175,1636,1991,1818.643824,51249.07,465825,2,12.0,2665,0
176,4694,1996,1818.643824,34756.91,676406,4,15.0,578,1
177,5420,2004,23088.06338,121212.3,528985,5,16.0,2340,1
178,878,2004,23088.06338,115440.3,778857,1,12.0,2080,0
179,8976,1992,23088.06338,38856.66,137850,4,12.0,2860,1
180,5420,2006,37868.3049,135244.0,520918,5,16.0,2704,1
181,1986,1996,37868.3049,29195.81,539680,5,14.0,1300,1
182,3750,1994,37868.3049,26482.5,497130,4,12.0,3042,0
183,5335,1988,37868.3049,33188.48,649048,4,12.0,2600,1
184,3646,1988,37868.3049,46095.12,712266,3,10.0,2080,0
185,4689,1986,37868.3049,46095.12,458514,1,16.0,3120,0
186,1924,1990,37868.3049,56748.03,544439,1,12.0,2505,0
187,7160,1998,37868.3049,23411.92,201724,6,14.0,1872,0
188,5102,1994,37868.3049,67677.49,609970,1,14.0,2340,0
189,7515,1991,37868.3049,27226.07,131627,1,14.0,2080,0
190,8560,1993,37868.3049,30943.47,263049,5,12.0,2476,0
191,878,2006,37868.3049,54097.58,804792,1,12.0,520,0
192,2014,2000,37868.3049,34194.69,598708,4,12.0,2080,1
193,1667,1992,37868.3049,46627.99,549214,3,11.0,2080,1
194,1218,1996,37868.3049,62562.44,220562,2,13.0,2080,1
195,3359,2008,37868.3049,25327.75,685785,3,15.0,850,0
196,8217,2002,37868.3049,84870.05,102513,3,19.0,2600,1
197,3582,2014,3224.40911,341155.4,675089,2,18.0,2860,1
198,2162,1991,3224.40911,19218.4,539351,2,14.0,2221,1
199,4407,2008,162097.6188,311858.6,779211,1,16.0,2340,0
200,4488,1998,162097.6188,64215.55,632036,1,13.0,3448,0
201,1656,1989,162097.6188,26392.51,705939,6,12.0,1970,1
202,1268,2004,162097.6188,95815.46,797875,5,16.0,2600,1
203,8224,1992,162097.6188,57507.86,129401,1,12.0,2840,0
204,441,2000,162097.6188,37994.1,574889,2,12.0,2520,1
205,3196,1989,162097.6188,61582.51,748612,1,12.0,3393,0
206,8721,1986,162097.6188,31530.88,56878,2,12.0,2600,1
207,2964,2002,162097.6188,109118.6,668208,3,16.0,2080,1
208,5626,2008,20262.20235,76996.37,642519,3,12.0,2184,1
209,5670,1988,20262.20235,22125.66,459827,1,18.0,1680,0
210,2119,1993,20262.20235,36226.5,617978,5,12.0,2250,1
211,1023,2012,20262.20235,56989.5,722570,1,16.0,2600,0
212,2220,2012,3324.387343,103056.0,921915,3,16.0,2496,1
213,9690,1988,3324.387343,9219.023,90054,1,13.0,2080,0
214,4532,1994,3324.387343,149557.0,144471,2,16.0,2080,1
215,8458,1986,3324.387343,18091.49,107290,1,12.0,2145,0
216,12163,2008,12157.32141,121573.2,324096,3,16.0,2600,1
217,8136,1989,12157.32141,73899.02,124065,2,16.0,2290,1
218,1229,2014,12157.32141,70937.0,784003,2,12.0,2080,1
219,868,1989,12157.32141,21817.8,703196,1,13.0,3252,0
220,148,2010,12157.32141,43000.0,643992,2,12.0,2496,0
221,5646,2008,12157.32141,18235.98,180131,2,12.0,1600,0
222,3134,1990,12157.32141,24201.37,764097,3,12.0,1840,0
223,5015,1986,12157.32141,19880.76,506707,3,12.0,2220,1
224,7603,1990,12157.32141,54244.44,213534,2,18.0,1075,1
225,255,1990,12157.32141,13352.48,627293,5,12.0,782,1
226,1924,1992,12157.32141,59062.12,545433,1,12.0,2321,0
227,3538,1987,12157.32141,47217.14,260213,2,12.0,1898,0
228,799,2004,12157.32141,64646.58,713057,5,12.0,2040,1
229,1501,2002,12157.32141,58196.6,828604,6,17.0,2808,1
230,218,2004,12157.32141,306993.9,975653,4,16.0,2340,1
231,5191,1994,12157.32141,29719.25,598112,1,14.0,2080,0
232,2073,1988,12157.32141,9257.743,649712,3,12.0,2290,1
233,6750,1987,12157.32141,38771.8,121278,1,16.0,2080,0
234,6094,2010,3000.0,40000.0,343310,4,14.0,2600,0
235,1635,1991,3000.0,28667.45,465825,1,12.0,2080,0
236,4633,1985,3000.0,28374.2,701510,2,13.0,2092,1
237,457,1988,3000.0,51626.53,548508,3,16.0,2600,1
238,1174,1993,3000.0,6188.694,822146,4,16.0,2080,1
239,6337,1994,3000.0,6188.694,185567,3,15.0,1840,0
240,4939,1994,3000.0,33838.75,620098,2,16.0,2150,1
241,5746,1990,3000.0,35050.25,115839,4,12.0,2288,1
242,1714,1988,3000.0,27657.07,211468,3,14.0,2080,0
243,2872,2010,250000.0,312324.0,669576,2,14.0,3432,1
244,4694,1985,250000.0,40534.57,590422,1,15.0,2380,0
245,3380,2008,250000.0,121573.2,658482,3,14.0,2392,1
246,6738,1994,250000.0,34280.12,93194,3,12.0,2605,1
247,3534,1989,250000.0,82696.52,124470,2,16.0,3142,1
248,3196,1996,250000.0,75074.93,813306,1,12.0,2860,0
249,259,1996,250000.0,22939.56,717502,1,12.0,2748,1
250,4027,1988,250000.0,23969.46,612436,2,13.0,2380,1
251,3762,1996,250000.0,41708.3,534510,1,12.0,3380,0
252,4592,2006,250000.0,51933.68,538056,3,17.0,2600,0
253,1513,1989,250000.0,24633.01,757252,1,12.0,1152,0
254,259,2000,250000.0,32294.99,772836,3,12.0,2807,1
255,6738,1989,250000.0,56304.01,90390,3,12.0,3120,0
256,6544,1988,250000.0,61767.46,117846,5,16.0,2844,1
257,120,2000,250000.0,75988.2,603978,1,16.0,3120,0
258,3914,1994,250000.0,51493.74,535636,2,12.0,4274,1
259,3471,2002,250000.0,36372.88,551195,5,12.0,3120,1
260,3897,1998,250000.0,116390.7,503823,1,17.0,2340,0
261,2438,1988,250000.0,44251.31,542387,4,17.0,2950,1
262,2360,2012,2849.474866,37993.0,158097,1,17.0,2600,0
263,2438,1991,2849.474866,73670.54,547804,5,17.0,2884,1
264,12436,1990,2849.474866,67596.91,68758,3,12.0,2928,1
265,8908,1985,2849.474866,28374.2,87339,3,12.0,2867,1
266,6337,2000,2849.474866,18997.05,219120,2,15.0,2496,0
267,891,1998,2849.474866,69566.84,692539,1,12.0,2080,0
268,5746,1994,2849.474866,26482.5,109527,5,12.0,2045,1
269,1601,2008,2849.474866,311858.6,569179,4,16.0,2704,1
270,740,1996,2849.474866,28778.72,579757,2,14.0,2444,0
271,3134,1988,2849.474866,22125.66,767225,3,12.0,1960,0
272,2481,1996,2849.474866,13902.76,680743,5,8.0,1704,1
273,862,1988,2849.474866,9219.023,610147,4,11.0,675,1
274,960,2006,2849.474866,162292.7,711896,4,15.0,3120,1
275,960,2008,2849.474866,151966.5,667615,4,15.0,3120,1
276,582,2002,2849.474866,52134.46,856957,2,16.0,3120,0
277,2151,1996,2849.474866,87587.42,583046,2,13.0,2860,1
278,920,2000,2849.474866,119048.2,528608,1,16.0,2340,0
279,1142,2012,2849.474866,128226.4,224267,2,16.0,2615,1
280,3848,1989,2849.474866,54544.51,487933,3,16.0,2370,1
281,32,1993,2849.474866,45283.13,135994,2,18.0,2600,1
282,7077,2000,2849.474866,40527.04,145252,4,12.0,2600,0
283,1005,1994,2849.474866,20597.5,680482,3,12.0,1696,0
284,3645,1990,2849.474866,123982.8,704792,4,13.0,2690,1
285,8621,2004,2849.474866,18470.45,226854,3,12.0,2400,1
286,883,2006,2849.474866,32458.55,708282,1,15.0,2080,0
287,941,2012,2849.474866,47491.25,932559,5,13.0,520,1
288,872,2014,26716.53262,341155.4,845953,2,16.0,2860,1
289,10352,1990,26716.53262,58417.09,112048,3,14.0,2568,1
290,9387,1998,26716.53262,62877.72,103077,4,12.0,3120,1
291,5540,1992,26716.53262,48182.26,525096,3,14.0,2730,1
292,4822,1986,26716.53262,19880.76,544480,1,12.0,2138,0
293,988,1986,26716.53262,11928.45,149797,2,12.0,1560,0
294,9,2010,26716.53262,52000.0,858402,4,14.0,2600,1
295,779,1996,26716.53262,20854.15,675878,2,14.0,2200,0
296,9876,1996,26716.53262,93148.52,127660,4,13.0,3380,1
297,6544,1985,26716.53262,46614.76,112367,5,16.0,2496,1
298,171,1989,26716.53262,43987.51,559836,2,16.0,2080,1
299,7420,1989,26716.53262,48562.21,195489,4,13.0,2340,1
300,9400,1989,26716.53262,33430.51,65568,3,15.0,3851,1
301,3886,2002,6062.14608,115180.8,582242,4,17.0,2340,1
302,3205,1989,6062.14608,35190.01,773988,1,16.0,2800,0
303,285,1989,6062.14608,23225.4,101681,4,10.0,1636,1
304,11851,2006,6062.14608,86556.13,735480,1,14.0,2340,0
305,1857,1993,6062.14608,33207.63,875808,1,12.0,2080,0
306,503,2002,6062.14608,23036.15,522532,5,12.0,2860,1
307,934,1990,6062.14608,38388.37,715176,3,16.0,2582,1
308,141,2002,1212.429216,64258.75,551250,1,18.0,2600,0
309,671,2004,1212.429216,8080.821999999999,194265,6,16.0,3960,1
310,8560,1990,1212.429216,25202.8,262611,4,12.0,2580,0
311,960,1989,1212.429216,52785.01,563767,1,15.0,2062,0
312,2964,2008,1212.429216,75983.26,667065,4,16.0,2184,1
313,3750,1989,1212.429216,24633.01,476939,5,12.0,2539,0
314,2938,1996,1212.429216,18073.59,584472,3,13.0,780,1
315,8908,1996,1212.429216,29195.81,103184,3,12.0,3180,1
316,4932,1998,1212.429216,34783.42,780531,4,12.0,2600,1
317,6931,2004,1212.429216,23088.06,345904,2,12.0,3120,0
318,1005,1993,1212.429216,22641.56,666137,3,12.0,1464,0
319,3086,1996,1212.429216,104270.7,750666,4,16.0,2340,1
320,11963,2014,1212.429216,341155.4,1166640,4,16.0,2080,1
321,5751,1986,1212.429216,27833.06,86358,1,12.0,2080,0
322,686,1990,1212.429216,31712.13,531053,1,18.0,1160,0
323,5223,1990,1212.429216,38388.37,581544,3,12.0,2511,1
324,10549,2000,1212.429216,5623.127,118629,1,16.0,1240,0
325,9847,2002,1212.429216,84870.05,100052,1,19.0,2340,0
326,4244,2012,1212.429216,150042.0,685633,5,18.0,3120,1
327,6750,1986,1212.429216,25844.98,117496,1,16.0,1160,0
328,3214,1992,1212.429216,35748.13,593549,2,12.0,2860,1
329,1855,1987,1212.429216,29750.63,738984,2,11.0,2303,0
330,3278,1994,1212.429216,100045.0,576540,3,19.0,2259,1
331,1093,2002,1212.429216,50922.03,748430,5,16.0,2704,1
332,779,1992,1212.429216,46627.99,642991,5,14.0,2876,1
333,9783,1989,1212.429216,36773.56,101527,4,12.0,2302,0
